method,method_display_name,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_std,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p50,real_train_to_nearest_real_train_mse_p95,real_train_to_nearest_real_train_mse_p99,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_std,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p50,syn_to_nearest_train_real_mse_p95,syn_to_nearest_train_real_mse_p99,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_std,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p50,syn_to_nearest_syn_mse_p95,syn_to_nearest_syn_mse_p99,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
posterior_bank_v2,KoVAE-Posterior,1,ACC_x,ACC,0,32,256,256,1000,1000,0.03155592592479661,0.10534223983240722,0.0,3.337860107421875e-06,0.0007177591323852539,0.18991701155900942,0.5012300157546997,0.019327356935711578,0.059019450552927864,0.0007962346822023392,0.0009295225143432617,0.0018727779388427734,0.10528767108917234,0.3321210092306137,0.02246482176030986,0.0792999662835255,0.001150369644165039,0.0013316869735717773,0.002083718776702881,0.11708347201347347,0.33260106921195925,0.6124794747513386,0.0,0.0,0.7119050099764946
posterior_bank_v2,KoVAE-Posterior,1,ACC_y,ACC,1,32,256,256,1000,1000,0.008151948091646773,0.03249241100767511,0.0,0.0,0.00016161799430847168,0.043747080862522054,0.19718611061573024,0.008009868323628325,0.02269349168980718,0.00048653144389390943,0.0005594212561845779,0.0009736074134707451,0.03999383300542829,0.12463369607925413,0.0053893859978416,0.018343174313326566,0.0007092989888042211,0.0008174922782927752,0.0011947117745876312,0.021819026023149474,0.09811507165431975,0.9825710656617116,0.0,0.0,0.6611163291586775
posterior_bank_v2,KoVAE-Posterior,1,ACC_z,ACC,2,32,256,256,1000,1000,0.03821835701185046,0.11481683602348555,0.0,9.888410568237305e-06,0.0005636874702759087,0.23511652946472167,0.6397945868968963,0.021327274014241993,0.06269062077682942,0.0007576406002044678,0.000944027304649353,0.001917138695716858,0.13731492757797237,0.34408148348331435,0.021020660215988755,0.060950567155332154,0.0011885762214660645,0.001292690634727478,0.002333126962184906,0.11253792047500595,0.33418843030929557,0.5580374375494215,0.0,0.0,0.5500147536292789
posterior_bank_v2,KoVAE-Posterior,1,BVP,BVP,0,64,512,512,1000,1000,0.15398242477467283,0.24553663716836063,0.001869747405871749,0.004571116995066404,0.06574369966983795,0.6155206024646757,1.2594090962409972,0.08924159346846863,0.16388843449290885,0.0010107388067990542,0.0014495491981506349,0.0406254418194294,0.33252865672111487,0.7093494969606399,0.09904782404517755,0.17497455843221896,0.0017310833930969237,0.0022359773516654967,0.04591251537203789,0.34897415041923513,0.6896518206596373,0.5795570085291134,0.001869747405871749,0.083,0.6432410983923473
posterior_bank_v2,KoVAE-Posterior,1,EDA,SLOW,0,4,32,32,1000,1000,2.6020560331744493e-05,0.00012240931710082392,0.0,0.0,2.384185791015625e-07,0.00010730028152465808,0.0005743417516350745,0.001024661066752742,0.003645430459850535,1.037001609802246e-05,1.33514404296875e-05,4.291534423828125e-05,0.008202798664569839,0.020191234946250917,9.367656582617201e-05,0.0001572202546467382,1.0132789611816406e-05,1.33514404296875e-05,2.3484230041503906e-05,0.0003693997859954834,0.0006838848814368246,39.37890090332447,0.0,0.0,3.600097946848928
posterior_bank_v2,KoVAE-Posterior,1,TEMP,SLOW,1,4,32,32,1000,1000,6.561272172257304e-05,6.42177058576176e-05,4.470348358154297e-08,1.609325408935547e-05,4.9933791160583496e-05,0.00015717744827270508,0.00025157213211059567,0.00020747326128184795,0.000450145213237522,3.80842387676239e-05,4.829568788409233e-05,0.00011429190635681152,0.000499272346496582,0.0025098793860524847,0.00012274213523051004,6.727639781609761e-05,3.872811794281006e-05,5.017966032028198e-05,0.00010943412780761719,0.00023498162627220154,0.0003783893585205078,3.162088933897555,4.470348358154297e-08,0.0,1.8707063509649
posterior_bank_v2,KoVAE-Posterior,2,ACC_x,ACC,0,32,256,256,1000,1000,0.33473942172527316,0.2967265607001322,0.06029224395751953,0.08403984904289245,0.2386624813079834,0.9307205945253368,1.5398446369171133,0.16962215462327004,0.20493068380465476,0.00490511417388916,0.007885771989822387,0.1190866231918335,0.49876392483711235,1.1851886022090912,0.1759571987092495,0.2052999238351693,0.00459541141986847,0.006154060363769531,0.12088191509246826,0.4916701018810271,1.1738903546333312,0.5067289467999443,0.06029224395751953,0.278,0.5256542471225897
posterior_bank_v2,KoVAE-Posterior,2,ACC_y,ACC,1,32,256,256,1000,1000,0.2826817053258419,0.19708846400668031,0.072532958984375,0.09235317707061767,0.22537565231323242,0.6935312271118163,0.9045817565917965,0.17457481814920903,0.1714581304632536,0.0070724010467529295,0.00891578197479248,0.12616682052612305,0.5237134218215941,0.8215457141399384,0.15391939213871955,0.1403753436730089,0.0035874319076538087,0.004372096061706543,0.11661720275878906,0.39392738342285155,0.7061083555221558,0.6175667362271637,0.072532958984375,0.296,0.5444971826574329
posterior_bank_v2,KoVAE-Posterior,2,ACC_z,ACC,2,32,256,256,1000,1000,0.24607780609279872,0.26188543464496344,0.05031383037567139,0.07207619100809097,0.15772342681884766,0.6856620669364927,1.4124596977233879,0.1225560311973095,0.1468175720753697,0.005555074810981751,0.008649075031280517,0.08889514207839966,0.36678716689348184,0.7841477751731871,0.11783517640829086,0.13153691119231498,0.004037400484085083,0.005088183283805847,0.08739496767520905,0.3245732635259628,0.7703165906667708,0.49803772694190973,0.05031383037567139,0.307,0.4788533280561429
posterior_bank_v2,KoVAE-Posterior,2,BVP,BVP,0,64,512,512,1000,1000,0.74099274376221,1.2196839385430607,0.0283722878806293,0.042903630435466765,0.3630807548761368,2.4794129490852352,7.2331513595581045,0.3092722203116864,0.6459289339608263,0.00163246875628829,0.0021301675587892532,0.12552142143249512,1.1584506273269652,2.4172826957702633,0.323524567456916,0.6264037173411726,0.0020497745275497438,0.0026972524821758273,0.14569343626499176,1.1854602813720703,2.4250788545608506,0.4173755045716535,0.0283722878806293,0.242,0.4366096296898926
