epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,best_val_macro_f1_so_far
1,1.0330087937414647,0.5375651041666667,0.5321311475409836,0.6011614879772369,0.6316767739903151,0.5678904154007063,0.6316767739903151,0.5678904154007063
2,0.6759304217994213,0.6698567708333333,0.5613114754098361,0.687492993308539,0.6207200828804712,0.6066700587895308,0.6207200828804712,0.6066700587895308
3,0.5008773237466813,0.7484049479166667,0.6316393442622951,0.7034772930948283,0.7081404144099592,0.6709719415779385,0.7081404144099592,0.6709719415779385
4,0.4074490088969469,0.7850911458333333,0.6478688524590164,0.7229967184620703,0.6941050684469052,0.6737856595151033,0.6941050684469052,0.6737856595151033
5,0.35302590690553187,0.8112630208333333,0.6204918032786885,0.6918773625247966,0.6740049307372915,0.667834524099783,0.6740049307372915,0.6737856595151033
6,0.2968896470963955,0.8337890625,0.649016393442623,0.6954649461263984,0.6741186866052908,0.6749661857657049,0.6741186866052908,0.6749661857657049
7,0.2754231410101056,0.8464518229166667,0.6555737704918033,0.7065248628196402,0.6928396826739148,0.6936430259245755,0.6928396826739148,0.6936430259245755
8,0.25106900539249183,0.86103515625,0.6329508196721312,0.6749915452533481,0.6568184533465834,0.6493003477863675,0.6568184533465834,0.6936430259245755
9,0.21556124966591597,0.87607421875,0.6554098360655738,0.692257794956876,0.6950808817811942,0.6892487159562102,0.6950808817811942,0.6936430259245755
10,0.19326049014925956,0.889453125,0.6477049180327868,0.6927951347724246,0.6703195637408192,0.6657315429260997,0.6703195637408192,0.6936430259245755
11,0.17607442801818252,0.899609375,0.6622950819672131,0.6814509757563831,0.6577209072073671,0.6527886311498128,0.6577209072073671,0.6936430259245755
12,0.16128255035728217,0.9075520833333334,0.6432786885245901,0.7036605630946644,0.6634613849621799,0.6671206410381001,0.6634613849621799,0.6936430259245755
13,0.15024577332660555,0.9155598958333333,0.6952459016393443,0.7564436811957117,0.7086830694695005,0.7216128336081769,0.7086830694695005,0.7216128336081769
14,0.14663341119885445,0.9189778645833333,0.6837704918032786,0.7147429056269898,0.7100708782506884,0.7018689594946714,0.7100708782506884,0.7216128336081769
15,0.13804262494668365,0.9237955729166667,0.6854098360655738,0.7117194110344534,0.7014849159029702,0.6929392113010987,0.7014849159029702,0.7216128336081769
16,0.12309754034504294,0.9294596354166667,0.6883606557377049,0.7383147074146119,0.7127001164253985,0.7172610841485347,0.7127001164253985,0.7216128336081769
17,0.12209920324385166,0.9318359375,0.6542622950819672,0.730256656700568,0.6656228984963242,0.657620673879735,0.6656228984963242,0.7216128336081769
18,0.11927785808220506,0.9340494791666667,0.6757377049180328,0.7348821938893408,0.6873928230120101,0.6968830877806992,0.6873928230120101,0.7216128336081769
19,0.1171701698563993,0.9348958333333334,0.6618032786885246,0.7371358583435048,0.6831278962330429,0.6900058800975516,0.6831278962330429,0.7216128336081769
20,0.1050957000348717,0.9403971354166667,0.6724590163934426,0.7431494990462684,0.6768914263332069,0.6831362321543837,0.6768914263332069,0.7216128336081769
21,0.09422783008776606,0.9496419270833333,0.6567213114754098,0.753320334767353,0.6829680582237039,0.6867623563158574,0.6829680582237039,0.7216128336081769
22,0.09281982905231416,0.94833984375,0.6780327868852459,0.7587391830086204,0.6915710624365468,0.7059438235076638,0.6915710624365468,0.7216128336081769
23,0.09303455827757716,0.9493489583333333,0.6614754098360656,0.7276071876770658,0.6934055974536061,0.7018140370535287,0.6934055974536061,0.7216128336081769
24,0.09509865450672805,0.9476888020833333,0.6821311475409836,0.7618731199275193,0.6927052097911852,0.701952168454706,0.6927052097911852,0.7216128336081769
25,0.08941040895879268,0.9509765625,0.6816393442622951,0.7422154822100682,0.7040654906425455,0.7093958891772414,0.7040654906425455,0.7216128336081769
26,0.10234742513857782,0.9471354166666667,0.6460655737704918,0.683259834748765,0.6438158154034361,0.6428718924668549,0.6438158154034361,0.7216128336081769
