epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,best_val_macro_f1_so_far
1,1.0542113391252665,0.5280114850427351,0.5486885245901639,0.5938961120848205,0.6312779997427844,0.5893997092100502,0.6312779997427844,0.5893997092100502
2,0.7285198385898883,0.6394230769230769,0.5263934426229508,0.5670606281473252,0.6100697245595876,0.5583534385161226,0.6100697245595876,0.5893997092100502
3,0.5689508697161307,0.7085336538461539,0.6057377049180328,0.6413026898688141,0.6845251158545679,0.6546641366238524,0.6845251158545679,0.6546641366238524
4,0.46936173737049103,0.7500333867521367,0.6181967213114754,0.7010535585627192,0.7060598428958413,0.6685795574702712,0.7060598428958413,0.6685795574702712
5,0.3985045815889652,0.7828525641025641,0.659016393442623,0.7217658459609346,0.7419723847462883,0.6952996713777027,0.7419723847462883,0.6952996713777027
6,0.34477955714250225,0.8080261752136753,0.67,0.7225321564009857,0.7669997575147387,0.7157862654936131,0.7669997575147387,0.7157862654936131
7,0.31598012416790694,0.8245860042735043,0.6531147540983606,0.7185998373915042,0.7432121117357937,0.6951706851010266,0.7432121117357937,0.7157862654936131
8,0.2740522197041756,0.8473223824786325,0.6877049180327869,0.744446219279419,0.7550070150432171,0.7209654764343895,0.7550070150432171,0.7209654764343895
9,0.26134463132191926,0.8539329594017094,0.6793442622950819,0.7414685316633537,0.7624747672801706,0.7125480564788794,0.7624747672801706,0.7209654764343895
10,0.23078738152980804,0.8691907051282052,0.6942622950819672,0.7229415292523435,0.7657685194836852,0.7191200545181693,0.7657685194836852,0.7209654764343895
11,0.20397168684464234,0.8828458867521367,0.6626229508196722,0.7465344868070622,0.7528577124692488,0.7079362821490067,0.7528577124692488,0.7209654764343895
12,0.18522628396749496,0.8965678418803419,0.680327868852459,0.7488496176839214,0.7756848366773254,0.7298331844398633,0.7756848366773254,0.7298331844398633
13,0.18641055843386894,0.8948317307692307,0.6781967213114755,0.7419655777994322,0.7662313030546963,0.7185053160230968,0.7662313030546963,0.7298331844398633
14,0.1657730979988208,0.907051282051282,0.6822950819672131,0.7269490861832092,0.7480720331999287,0.7126508980048054,0.7480720331999287,0.7298331844398633
15,0.15434258717757005,0.9094885149572649,0.6731147540983606,0.7323092410980998,0.7509785144433301,0.7127912602344486,0.7509785144433301,0.7298331844398633
16,0.14071648004345405,0.9188701923076923,0.7011475409836065,0.7271746347158585,0.768412248380052,0.7292210269969598,0.768412248380052,0.7298331844398633
17,0.14388989580747408,0.9175681089743589,0.6672131147540984,0.7093748993232023,0.7316423402463912,0.6962153163568245,0.7316423402463912,0.7298331844398633
18,0.13471805972930712,0.9237780448717948,0.6662295081967213,0.7187593881477907,0.7427025105906838,0.7024593848607857,0.7427025105906838,0.7298331844398633
19,0.12654457680689982,0.9271501068376068,0.6749180327868852,0.7346187072824428,0.7554415989619143,0.7196278513103026,0.7554415989619143,0.7298331844398633
20,0.1162077970802784,0.9323250534188035,0.7019672131147541,0.7493027466546244,0.7743534725438721,0.7402493277483924,0.7743534725438721,0.7402493277483924
21,0.1171629073528143,0.9347956730769231,0.6881967213114754,0.7367637211434075,0.7602926315863798,0.7165988329435131,0.7602926315863798,0.7402493277483924
22,0.1160781137072123,0.9368990384615384,0.648360655737705,0.7076771657519633,0.7377880793679445,0.6903708786105598,0.7377880793679445,0.7402493277483924
23,0.10837934142312942,0.9372996794871795,0.6665573770491803,0.7130257088320414,0.7432646211992805,0.6996595791094739,0.7432646211992805,0.7402493277483924
24,0.10283830126699729,0.9414396367521367,0.6739344262295082,0.7171857309615874,0.7440748366069798,0.7068371122269375,0.7440748366069798,0.7402493277483924
25,0.09507215008712731,0.9475827991452992,0.670655737704918,0.7092040152155978,0.7520405190340143,0.7055292718462723,0.7520405190340143,0.7402493277483924
26,0.08654408032695453,0.9505542200854701,0.6821311475409836,0.7358282780078051,0.7496122812764456,0.717035277501833,0.7496122812764456,0.7402493277483924
27,0.08193602131154293,0.9546274038461539,0.6565573770491804,0.7042410983335678,0.7389306001091196,0.6939440245921306,0.7389306001091196,0.7402493277483924
28,0.10047067878529048,0.9437767094017094,0.6563934426229509,0.7094573356140129,0.717252787676411,0.6821022081052079,0.717252787676411,0.7402493277483924
29,0.09145723068370269,0.9486511752136753,0.6721311475409836,0.7304782587239607,0.758901831260592,0.7151630254478729,0.758901831260592,0.7402493277483924
30,0.08306528255343437,0.9522903311965812,0.6701639344262295,0.7486932029239387,0.7455935387621474,0.7176121156533206,0.7455935387621474,0.7402493277483924
31,0.07541106130259159,0.9550948183760684,0.6614754098360656,0.7132875978296536,0.7267150746638806,0.6962634869599607,0.7267150746638806,0.7402493277483924
32,0.07435138824467476,0.9574652777777778,0.6857377049180328,0.7309486567329674,0.7483896533281735,0.7181481376548877,0.7483896533281735,0.7402493277483924
33,0.08288581206057316,0.9547275641025641,0.6893442622950819,0.7226363308174725,0.7650199367576593,0.7232485586692712,0.7650199367576593,0.7402493277483924
34,0.07315751074407345,0.9589009081196581,0.6529508196721312,0.7109599648344159,0.729920122902675,0.6847751593552514,0.729920122902675,0.7402493277483924
35,0.0740592576420078,0.9592013888888888,0.6654098360655738,0.7039158168607613,0.7366139869202019,0.6973800103575298,0.7366139869202019,0.7402493277483924
36,0.06426071418592563,0.9637419871794872,0.6336065573770492,0.6960460020340234,0.7228363301857355,0.6783826084953901,0.7228363301857355,0.7402493277483924
37,0.07810382664394684,0.9561298076923077,0.6357377049180328,0.7078121527413204,0.7285275692125592,0.6842263354576898,0.7285275692125592,0.7402493277483924
38,0.06727001591561696,0.961738782051282,0.6808196721311476,0.7287457005601036,0.7437236716912075,0.7141881173992416,0.7437236716912075,0.7402493277483924
39,0.06465461940910572,0.9649772970085471,0.6773770491803278,0.7351508767075989,0.7570458783992502,0.7199446633243146,0.7570458783992502,0.7402493277483924
40,0.05833743846951387,0.9674813034188035,0.6845901639344262,0.7444379408713628,0.7468483992007806,0.7212181942204003,0.7468483992007806,0.7402493277483924
41,0.0606601265951609,0.9663461538461539,0.6636065573770492,0.7199922924059228,0.7417682233290985,0.7050058099264942,0.7417682233290985,0.7402493277483924
42,0.05710513369204142,0.9675146901709402,0.6775409836065573,0.7405554995083656,0.7482653370092844,0.7137116495832627,0.7482653370092844,0.7402493277483924
