epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,best_val_macro_f1_so_far
1,1.191224295127241,0.48897349683544306,0.5426229508196722,0.5856204075134439,0.6408332828460747,0.5829046740017365,0.6408332828460747,0.5829046740017365
2,0.8755416221256498,0.6077432753164557,0.5491803278688525,0.6290750211217266,0.6595930885471843,0.5845078654090183,0.6595930885471843,0.5845078654090183
3,0.7011762333067157,0.6772646360759493,0.6080327868852459,0.6395911201992647,0.69978817480985,0.6516537313394406,0.69978817480985,0.6516537313394406
4,0.582436408234548,0.7256724683544303,0.5913114754098361,0.6404639071916378,0.6711028434761563,0.6401362033469307,0.6711028434761563,0.6516537313394406
5,0.506576887225803,0.7593123681434599,0.6518032786885246,0.702388949213284,0.7325311833519852,0.6958564936216859,0.7325311833519852,0.6958564936216859
6,0.44280985374993914,0.7847606803797469,0.6247540983606558,0.6720210511295059,0.7009790774962159,0.6523767198720649,0.7009790774962159,0.6958564936216859
7,0.39030048703845543,0.8045061972573839,0.6524590163934426,0.6766011907518512,0.6780203849469975,0.6699018772089329,0.6780203849469975,0.6958564936216859
8,0.3640586598010003,0.8176259229957806,0.6254098360655738,0.7008720508906747,0.7192268605297092,0.6672297590250704,0.7192268605297092,0.6958564936216859
9,0.3223890160457997,0.8352617352320675,0.658360655737705,0.7417991568005506,0.7264837452901113,0.693920849342176,0.7264837452901113,0.6958564936216859
10,0.291555183692069,0.849189082278481,0.6080327868852459,0.6421667167068015,0.6723785321325388,0.6479279283182215,0.6723785321325388,0.6958564936216859
11,0.26351953825995894,0.8635449630801688,0.6219672131147541,0.6978041316438919,0.636803036476957,0.6476775907355439,0.636803036476957,0.6958564936216859
12,0.23948558778325213,0.8741429324894515,0.6698360655737705,0.742863515191255,0.7195415511356413,0.7035390990639618,0.7195415511356413,0.7035390990639618
13,0.23250257233275642,0.8783128955696202,0.649672131147541,0.730829788214946,0.6753610616574419,0.6824528987927587,0.6753610616574419,0.7035390990639618
14,0.2077384105400194,0.8907238924050633,0.6403278688524591,0.6897630975357754,0.6879660545107111,0.6786398403022027,0.6879660545107111,0.7035390990639618
15,0.1954927860841721,0.8961464926160337,0.6168852459016393,0.6806992927927379,0.6972865962238424,0.6637037179516421,0.6972865962238424,0.7035390990639618
