epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,best_val_macro_f1_so_far
1,1.9119572322579879,0.22033227848101267,0.3663934426229508,0.36386151117970783,0.36030568593682233,0.3318511983039922,0.36030568593682233,0.3318511983039922
2,1.5862472291234173,0.3384757383966245,0.41295081967213115,0.3916293753501297,0.4276050105470116,0.38241030862865055,0.4276050105470116,0.38241030862865055
3,1.4013118653357783,0.397415611814346,0.37655737704918035,0.3757238455879934,0.39851256138763025,0.3523428478427032,0.39851256138763025,0.38241030862865055
4,1.2462597300734701,0.44948246308016876,0.41721311475409834,0.3950218378206576,0.4230180332424319,0.38350540668021893,0.4230180332424319,0.38350540668021893
5,1.082079302283782,0.5041699630801688,0.390327868852459,0.39217487798708606,0.40698086875127193,0.38291829306504754,0.40698086875127193,0.38350540668021893
6,0.9509077053281325,0.5489352584388185,0.39311475409836066,0.3937663532986454,0.397838073071085,0.3773567293519339,0.397838073071085,0.38350540668021893
7,0.8375941714908504,0.5859869462025317,0.4127868852459016,0.4060434004111625,0.4152172814083728,0.3943040600676446,0.4152172814083728,0.3943040600676446
8,0.7420239573038077,0.6216541402953587,0.3795081967213115,0.3802252716386028,0.3628611771333229,0.3244958588049436,0.3628611771333229,0.3943040600676446
9,0.6670254710354383,0.6550962552742616,0.3850819672131148,0.39818651747114153,0.3621237752052778,0.36318478710324165,0.3621237752052778,0.3943040600676446
10,0.6004713338009918,0.6857693829113924,0.380655737704918,0.3852175396932208,0.3468718070132219,0.344690292380452,0.3468718070132219,0.3943040600676446
11,0.5377685014582887,0.7149920886075949,0.37131147540983606,0.37146684989371453,0.3419203868000308,0.3304856456019463,0.3419203868000308,0.3943040600676446
12,0.4958845309064358,0.7378527162447257,0.3855737704918033,0.379690191136285,0.3566637785225274,0.35216231182082486,0.3566637785225274,0.3943040600676446
13,0.4470448927788795,0.7600540611814346,0.37475409836065576,0.3964835563330481,0.3270714975870267,0.32688841190814766,0.3270714975870267,0.3943040600676446
14,0.40463684744472744,0.7843980748945147,0.41065573770491803,0.40136047253576734,0.3626637495061229,0.36866959576494085,0.3626637495061229,0.3943040600676446
15,0.373852903707118,0.7984572784810127,0.39704918032786884,0.3870428004087073,0.3663724748196483,0.36204308828488146,0.3663724748196483,0.3943040600676446
16,0.3436209247270717,0.8170655327004219,0.41147540983606556,0.41699710638277976,0.35102255868913357,0.35128121957764175,0.35102255868913357,0.3943040600676446
17,0.3232709700359574,0.8273008966244726,0.3781967213114754,0.4015059494712923,0.3451799085313049,0.339612050429403,0.3451799085313049,0.3943040600676446
18,0.29883741606262665,0.8408491561181435,0.3962295081967213,0.38571901978954937,0.3465296638848242,0.33910614523993565,0.3465296638848242,0.3943040600676446
19,0.2706437141080446,0.8533755274261603,0.39967213114754097,0.40395786022986024,0.36153372292000174,0.35943383818241564,0.36153372292000174,0.3943040600676446
20,0.26639298557103436,0.857364187763713,0.36983606557377047,0.40048809725159584,0.3388999155016386,0.3425870974982922,0.3388999155016386,0.3943040600676446
21,0.2419750579173052,0.8695279535864979,0.35688524590163934,0.3822878478073374,0.3297203678996071,0.33085642913042346,0.3297203678996071,0.3943040600676446
22,0.23323850616624084,0.8752472310126582,0.4145901639344262,0.4150325885768552,0.3663712951825002,0.36818553786150915,0.3663712951825002,0.3943040600676446
23,0.2159574439253988,0.8855320411392406,0.3857377049180328,0.403291755624196,0.33996700652386835,0.35081822125359663,0.33996700652386835,0.3943040600676446
24,0.20063133858427218,0.8949762658227848,0.39901639344262296,0.39278267252102533,0.3390648196971557,0.3349007865306183,0.3390648196971557,0.3943040600676446
25,0.20183287084668497,0.8958168512658228,0.4062295081967213,0.3976237113123361,0.36167861516519184,0.34845751146079784,0.36167861516519184,0.3943040600676446
26,0.19015192004698742,0.9008768459915611,0.38016393442622953,0.4076189615285112,0.3444310796219372,0.351407548087209,0.3444310796219372,0.3943040600676446
27,0.18041634338000154,0.907271888185654,0.4201639344262295,0.4365286334861006,0.37081737196027076,0.3765678450261104,0.37081737196027076,0.3943040600676446
28,0.17432029234080376,0.910996835443038,0.3936065573770492,0.4010936829199714,0.3485948581439654,0.3435298891326397,0.3485948581439654,0.3943040600676446
29,0.15762397750646254,0.9189082278481012,0.37540983606557377,0.38312326613266146,0.33657557753053063,0.3403841852627576,0.33657557753053063,0.3943040600676446
30,0.15269037057893187,0.9215783227848101,0.4122950819672131,0.41350189520074104,0.3748188957232583,0.3771044071066215,0.3748188957232583,0.3943040600676446
31,0.1531668620396264,0.9232430116033755,0.4060655737704918,0.4155752809583082,0.3492825137430581,0.3591696684890786,0.3492825137430581,0.3943040600676446
32,0.1636263522071929,0.9198971518987342,0.41180327868852457,0.41487594520175786,0.3518846718013488,0.35091098097153484,0.3518846718013488,0.3943040600676446
