method,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_median,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p95,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_median,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
posterior_bank_v2,1,ACC_x,ACC,0,32,256,256,1000,1000,0.030722875148057938,0.0007169768214225769,0.0,3.337860107421875e-06,0.23732593655586243,0.01667969860136509,0.0014015953056514263,0.0005407317657954991,0.0006274129264056683,0.08539033681154251,0.01738426275551319,0.0013950064312666655,0.0007407665252685547,0.0008336901664733887,0.07829917222261429,0.5429081269569737,0.0,0.0,0.565841011680578
posterior_bank_v2,2,ACC_x,ACC,0,32,256,256,1000,1000,0.3569965064525604,0.24669885635375977,0.07287096977233887,0.08962643891572952,0.9891641139984131,0.1605118066072464,0.11868628859519958,0.00457663182169199,0.009774869307875633,0.4417041838169098,0.14023208618164062,0.10439953207969666,0.0028986502438783646,0.02054956927895546,0.38364389538764954,0.44961730354797197,0.07287096977233887,0.254,0.3928108080807659
posterior_bank_v2,3,ACC_x,ACC,0,32,256,256,1000,1000,0.628127932548523,0.4533420205116272,0.036575086414813995,0.07908380776643753,1.7746847867965698,0.2216680943965912,0.16402402520179749,0.006820342503488064,0.019543686881661415,0.5694770812988281,0.20874428749084473,0.14808163046836853,0.0031211532186716795,0.0050169555470347404,0.5871667861938477,0.3529027812808935,0.036575086414813995,0.114,0.33232766236632727
posterior_bank_v2,4,ACC_x,ACC,0,32,256,256,1000,1000,1.5173625946044922,1.0386046171188354,0.13381950557231903,0.1795330047607422,4.0680251121521,0.46569737792015076,0.3345697522163391,0.03783728927373886,0.0783616304397583,1.3750728368759155,0.4204639494419098,0.2629183530807495,0.0034898093435913324,0.00905154924839735,1.3864479064941406,0.3069123883612915,0.13381950557231903,0.144,0.27710182848649023
posterior_bank_v2,5,ACC_x,ACC,0,32,256,256,1000,1000,0.4284254014492035,0.2473660707473755,0.024044036865234375,0.03643304109573364,1.3954147100448608,0.20257936418056488,0.12840618193149567,0.009812426753342152,0.021253857761621475,0.6497881412506104,0.19449713826179504,0.11809980869293213,0.0036420447286218405,0.022596033290028572,0.6132294535636902,0.4728462959836517,0.024044036865234375,0.065,0.4539813409846468
posterior_bank_v2,6,ACC_x,ACC,0,32,256,256,1000,1000,0.14888215065002441,0.08429718017578125,0.0005147999618202448,0.0015917017590254545,0.512634813785553,0.08396808803081512,0.051557183265686035,0.001832996611483395,0.003564047859981656,0.28475338220596313,0.08365251123905182,0.0493895560503006,0.002285301685333252,0.004088166169822216,0.2909466028213501,0.5639902947680945,0.0005147999618202448,0.0,0.5618706532235206
posterior_bank_v2,7,ACC_x,ACC,0,32,256,256,1000,1000,0.5071110725402832,0.3200460970401764,0.04691037908196449,0.06508266925811768,1.5067212581634521,0.26506251096725464,0.189619779586792,0.008539583534002304,0.016834426671266556,0.6919542551040649,0.23738063871860504,0.15744832158088684,0.0038836002349853516,0.043695807456970215,0.6732043027877808,0.5226912314090696,0.04691037908196449,0.102,0.4681038367580671
posterior_bank_v2,8,ACC_x,ACC,0,32,256,256,1000,1000,0.10072773694992065,0.013570071198046207,4.76837158203125e-07,0.00011968612670898438,0.5013279914855957,0.049593161791563034,0.013304561376571655,0.0012078613508492708,0.0014801189536228776,0.20486478507518768,0.046483397483825684,0.01292133517563343,0.001523659797385335,0.0019230127800256014,0.1821766495704651,0.4923486151209724,4.76837158203125e-07,0.0,0.46147564604708713
posterior_bank_v2,1,ACC_y,ACC,1,32,256,256,1000,1000,0.008655737154185772,0.00016236305236816406,0.0,2.7939677238464355e-09,0.05017126351594925,0.005489449016749859,0.0005741221830248833,0.000262545800069347,0.0003243321552872658,0.025413352996110916,0.004515436012297869,0.0006756344810128212,0.00036644123611040413,0.0004357048310339451,0.014274765737354755,0.6341977487261442,0.0,0.0,0.5216697240066119
posterior_bank_v2,2,ACC_y,ACC,1,32,256,256,1000,1000,0.2838091552257538,0.23434023559093475,0.06988143920898438,0.09687554836273193,0.6861888766288757,0.17080144584178925,0.1419682502746582,0.015675798058509827,0.027956079691648483,0.38050803542137146,0.1301741600036621,0.09903836250305176,0.002010931959375739,0.018970031291246414,0.3175286054611206,0.601817956527606,0.06988143920898438,0.191,0.4586679379673855
