method,reference_real_split,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,real_num_windows,syn_num_windows,real_mean,syn_mean,abs_mean_diff_lower_is_better,real_std,syn_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
posterior_bank_v2,real_train,1,ACC_x,ACC,0,32,256,3032,2886,-0.538517951965332,-0.5313036441802979,0.00721430778503418,0.7838308811187744,0.6116514205932617,0.1721794605255127,0.6944891036597728,0.13164661824703217
posterior_bank_v2,real_train,2,ACC_x,ACC,0,32,256,2139,2104,0.5737907290458679,0.594150185585022,0.020359456539154053,0.6684818863868713,0.5044585466384888,0.16402333974838257,0.8977096648997902,0.3761500418186188
posterior_bank_v2,real_train,3,ACC_x,ACC,0,32,256,1500,1461,-0.24872900545597076,-0.18165241181850433,0.06707659363746643,0.9460987448692322,0.6932715177536011,0.2528272271156311,0.7984572959445586,0.3338469862937927
posterior_bank_v2,real_train,4,ACC_x,ACC,0,32,256,2296,2286,0.6420828104019165,0.6662330627441406,0.02415025234222412,1.2596691846847534,0.7938792109489441,0.4657899737358093,0.8144831103548222,0.39896517992019653
posterior_bank_v2,real_train,5,ACC_x,ACC,0,32,256,4580,4404,0.15482307970523834,0.11204008013010025,0.04278299957513809,1.1398390531539917,0.8523526787757874,0.28748637437820435,0.838003446245523,0.4161897301673889
posterior_bank_v2,real_train,6,ACC_x,ACC,0,32,256,8792,8592,-0.23571404814720154,-0.25416573882102966,0.018451690673828125,0.8472806215286255,0.6607829332351685,0.18649768829345703,0.8317894516503015,0.25999999046325684
posterior_bank_v2,real_train,7,ACC_x,ACC,0,32,256,2903,2844,0.40968385338783264,0.38936540484428406,0.020318448543548584,0.9008665084838867,0.6862162351608276,0.21465027332305908,0.8621100324658689,0.3650195300579071
posterior_bank_v2,real_train,8,ACC_x,ACC,0,32,256,5520,5423,0.45182591676712036,0.3937431871891022,0.05808272957801819,0.8380917906761169,0.6534356474876404,0.18465614318847656,0.8273390219109613,0.17693030834197998
posterior_bank_v2,real_train,1,ACC_y,ACC,1,32,256,3032,2886,-0.15452763438224792,-0.16158825159072876,0.007060617208480835,0.6017224788665771,0.4786800742149353,0.12304240465164185,0.6965407300543451,0.08282580226659775
posterior_bank_v2,real_train,2,ACC_y,ACC,1,32,256,2139,2104,1.1363849639892578,1.0287338495254517,0.10765111446380615,1.1832153797149658,0.9025929570198059,0.2806224226951599,0.7956406415747093,0.4343196153640747
posterior_bank_v2,real_train,3,ACC_y,ACC,1,32,256,1500,1461,0.8449438214302063,0.8515273928642273,0.006583571434020996,0.7860686779022217,0.6018413305282593,0.1842273473739624,0.8216827141084873,0.39064764976501465
posterior_bank_v2,real_train,4,ACC_y,ACC,1,32,256,2296,2286,0.7788820862770081,0.7407004237174988,0.03818166255950928,0.8796221613883972,0.5257758498191833,0.35384631156921387,0.762964759454611,0.6719303727149963
posterior_bank_v2,real_train,5,ACC_y,ACC,1,32,256,4580,4404,-0.4851761758327484,-0.45067939162254333,0.03449678421020508,0.49763017892837524,0.3855988681316376,0.11203131079673767,0.8448817448731603,0.3475317358970642
posterior_bank_v2,real_train,6,ACC_y,ACC,1,32,256,8792,8592,-0.26589614152908325,-0.2698793411254883,0.003983199596405029,0.765527069568634,0.6022188663482666,0.16330820322036743,0.8582967210303551,0.11922713369131088
posterior_bank_v2,real_train,7,ACC_y,ACC,1,32,256,2903,2844,1.0924618244171143,0.9876857399940491,0.10477608442306519,1.165909767150879,0.8932145237922668,0.27269524335861206,0.7944110813635247,0.3669452667236328
posterior_bank_v2,real_train,8,ACC_y,ACC,1,32,256,5520,5423,-0.4915630519390106,-0.46955111622810364,0.022011935710906982,0.7389000058174133,0.5992001295089722,0.13969987630844116,0.7359239704074267,0.0966060534119606
posterior_bank_v2,real_train,1,ACC_z,ACC,2,32,256,3032,2886,-0.09782199561595917,-0.018638823181390762,0.0791831724345684,0.925687849521637,0.7187641263008118,0.2069237232208252,0.7396657550176267,0.14131441712379456
posterior_bank_v2,real_train,2,ACC_z,ACC,2,32,256,2139,2104,-0.4638763964176178,-0.339852511882782,0.12402388453483582,0.6174164414405823,0.4520546793937683,0.16536176204681396,0.8261314494089598,0.3892780840396881
posterior_bank_v2,real_train,3,ACC_z,ACC,2,32,256,1500,1461,-0.6526036262512207,-0.5295670628547668,0.12303656339645386,0.9993075132369995,0.7438563108444214,0.2554512023925781,0.8484066617470911,0.4152640402317047
posterior_bank_v2,real_train,4,ACC_z,ACC,2,32,256,2296,2286,0.7796199917793274,0.7857768535614014,0.006156861782073975,0.8542037606239319,0.4867185354232788,0.3674852252006531,0.7936994549176017,0.4902644455432892
posterior_bank_v2,real_train,5,ACC_z,ACC,2,32,256,4580,4404,0.5598962306976318,0.5736513733863831,0.01375514268875122,0.7958648204803467,0.5838993191719055,0.21196550130844116,0.8027221680171659,0.4518207907676697
posterior_bank_v2,real_train,6,ACC_z,ACC,2,32,256,8792,8592,-0.08257289975881577,-0.0008161560981534421,0.08175674366066232,1.0594714879989624,0.7984738349914551,0.2609976530075073,0.8154998949475876,0.2690770924091339
posterior_bank_v2,real_train,7,ACC_z,ACC,2,32,256,2903,2844,-0.5284312963485718,-0.4184875190258026,0.10994377732276917,0.7815802097320557,0.5754302740097046,0.20614993572235107,0.849570665135623,0.3951664865016937
posterior_bank_v2,real_train,8,ACC_z,ACC,2,32,256,5520,5423,0.5564465522766113,0.5761184096336365,0.019671857357025146,0.8448745012283325,0.6410170197486877,0.20385748147964478,0.7568257878914821,0.18207283318042755
posterior_bank_v2,real_train,1,BVP,BVP,0,64,512,3032,2886,8.549563062842935e-05,0.03803456574678421,0.03794907011615578,0.5557454824447632,0.40669476985931396,0.14905071258544922,0.8978997305622678,0.09004759788513184
posterior_bank_v2,real_train,2,BVP,BVP,0,64,512,2139,2104,3.8394580769818276e-05,0.032119911164045334,0.032081516583275516,0.9641202092170715,0.7030860185623169,0.26103419065475464,0.9283693501523791,0.10968190431594849
posterior_bank_v2,real_train,3,BVP,BVP,0,64,512,1500,1461,0.00028614222537726164,0.028229709714651108,0.027943567489273846,1.3503661155700684,1.0024460554122925,0.3479200601577759,0.9259139047527378,0.1568610668182373
