method,method_display_name,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_std,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p50,real_train_to_nearest_real_train_mse_p95,real_train_to_nearest_real_train_mse_p99,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_std,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p50,syn_to_nearest_train_real_mse_p95,syn_to_nearest_train_real_mse_p99,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_std,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p50,syn_to_nearest_syn_mse_p95,syn_to_nearest_syn_mse_p99,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
rollout_v1,KoVAE-Rollout,1,ACC_x,ACC,0,32,256,256,1000,1000,0.03155592592479661,0.10534223983240722,0.0,3.337860107421875e-06,0.0007177591323852539,0.18991701155900942,0.5012300157546997,0.0340784866977483,0.016809226392588646,0.007364437729120254,0.009617681056261063,0.038394369184970856,0.056141147762537,0.07038838431239126,0.012421436075121164,0.0021910232780531515,0.008724551647901535,0.009499257057905197,0.012165643274784088,0.016116012632846833,0.019190115705132484,1.0799393679324574,0.0,0.0,0.3936324386336708
rollout_v1,KoVAE-Rollout,1,ACC_y,ACC,1,32,256,256,1000,1000,0.008151948091646773,0.03249241100767511,0.0,0.0,0.00016161799430847168,0.043747080862522054,0.19718611061573024,0.026356593281030655,0.024168789819347728,0.007302061915397644,0.009311183542013168,0.017614811658859253,0.09044273123145102,0.1053458420932293,0.0049441313445568085,0.0010756711235947619,0.003156357705593109,0.0036424413323402406,0.004753485321998596,0.007085785269737243,0.008317875266075133,3.233165003594419,0.0,0.0,0.6064969120231537
rollout_v1,KoVAE-Rollout,1,ACC_z,ACC,2,32,256,256,1000,1000,0.03821835701185046,0.11481683602348555,0.0,9.888410568237305e-06,0.0005636874702759087,0.23511652946472167,0.6397945868968963,0.02939184948801994,0.01635317959469963,0.007278536511585117,0.00912978034466505,0.026419341564178467,0.06292457804083824,0.0733643814176321,0.009754455223679542,0.002252256955024427,0.00661625325679779,0.0073388610035181046,0.009510686621069908,0.012765154615044594,0.014985503442585469,0.7690505763737132,0.0,0.0,0.255229580399151
rollout_v1,KoVAE-Rollout,1,BVP,BVP,0,64,512,512,1000,1000,0.15398242477467283,0.24553663716836063,0.001869747405871749,0.004571116995066404,0.06574369966983795,0.6155206024646757,1.2594090962409972,0.029823189453221856,0.00923928086351861,0.01751658760011196,0.019975664932280777,0.02821493800729513,0.04355014227330685,0.06685808971524237,0.02703699429705739,0.0046910335568710005,0.018800496347248553,0.020500238705426454,0.026493310928344727,0.0347446221858263,0.043277951478958125,0.19367917797672712,0.001869747405871749,0.0,0.1755849366356027
rollout_v1,KoVAE-Rollout,1,EDA,SLOW,0,4,32,32,1000,1000,2.6020560331744493e-05,0.00012240931710082392,0.0,0.0,2.384185791015625e-07,0.00010730028152465808,0.0005743417516350745,0.01158342703670496,0.005146783607711122,0.0007263549295021221,0.0013481593923643231,0.01291645783931017,0.018094680830836294,0.020257635302841664,0.0006628755698329769,0.00030765705293888534,0.00025888761505484583,0.0003382524475455284,0.0005966024473309517,0.001232792140217497,0.001699743769131601,445.164396501233,0.0,0.0,25.475068998582774
rollout_v1,KoVAE-Rollout,1,TEMP,SLOW,1,4,32,32,1000,1000,6.561272172257304e-05,6.42177058576176e-05,4.470348358154297e-08,1.609325408935547e-05,4.9933791160583496e-05,0.00015717744827270508,0.00025157213211059567,0.0054766227863729,0.005774436724390273,0.00027710437774658203,0.00044879242777824403,0.003354385495185852,0.017590735852718354,0.024725771248340606,0.0005499223992228508,0.0002594818380986121,0.0001722322404384613,0.0002550482749938965,0.0004988834261894226,0.0010183572769165037,0.0015977680683135985,83.46891643253922,4.470348358154297e-08,0.0,8.381338020819499
rollout_v1,KoVAE-Rollout,2,ACC_x,ACC,0,32,256,256,1000,1000,0.33473942172527316,0.2967265607001322,0.06029224395751953,0.08403984904289245,0.2386624813079834,0.9307205945253368,1.5398446369171133,0.09144216591119766,0.025580725516929505,0.06268535524606705,0.06799499094486236,0.0863213986158371,0.13320206254720685,0.19442281916737544,0.03033321923017502,0.005481154854631173,0.022168293446302414,0.023887842893600464,0.02950756996870041,0.038365241140127175,0.04903629809617996,0.27317417661743454,0.06029224395751953,0.004,0.0906174094280119
rollout_v1,KoVAE-Rollout,2,ACC_y,ACC,1,32,256,256,1000,1000,0.2826817053258419,0.19708846400668031,0.072532958984375,0.09235317707061767,0.22537565231323242,0.6935312271118163,0.9045817565917965,0.18899553921818732,0.048468431181473114,0.11809701740741729,0.13175562024116516,0.17865633964538574,0.2871575802564621,0.3597938546538353,0.020018028497695923,0.00316121911345094,0.01449960470199585,0.015657901763916016,0.019598007202148438,0.025606116652488707,0.028918568193912506,0.6685807240349555,0.072532958984375,0.0,0.07081472950158382
rollout_v1,KoVAE-Rollout,2,ACC_z,ACC,2,32,256,256,1000,1000,0.24607780609279872,0.26188543464496344,0.05031383037567139,0.07207619100809097,0.15772342681884766,0.6856620669364927,1.4124596977233879,0.09866426552832126,0.023870612633180174,0.05795639377087355,0.06962701603770256,0.09616691246628761,0.13551878929138184,0.18839388847351068,0.01818225445318967,0.0035320836647819483,0.012303122840821743,0.01411387687548995,0.01754280924797058,0.02457655444741249,0.03013020962476729,0.4009474364832148,0.05031383037567139,0.001,0.07388823373341089
rollout_v1,KoVAE-Rollout,2,BVP,BVP,0,64,512,512,1000,1000,0.74099274376221,1.2196839385430607,0.0283722878806293,0.042903630435466765,0.3630807548761368,2.4794129490852352,7.2331513595581045,0.05287382604926825,0.028712332552919172,0.030273182541131972,0.03381066229194403,0.04619241692125797,0.09200995340943327,0.17076947778463358,0.03755945293977857,0.008813554354199055,0.024537449181079866,0.027711221762001515,0.03609084524214268,0.05084263216704128,0.06605477929115294,0.0713553897718543,0.0283722878806293,0.005,0.05068801719849455
